,Name,Class
105,C:\Users\amart50\Desktop\Data\bench\bench192.jpg,0
106,C:\Users\amart50\Desktop\Data\bench\bench193.jpg,0
107,C:\Users\amart50\Desktop\Data\bench\bench194.jpg,0
108,C:\Users\amart50\Desktop\Data\bench\bench195.jpg,0
109,C:\Users\amart50\Desktop\Data\bench\bench196.jpg,0
110,C:\Users\amart50\Desktop\Data\bench\bench197.jpg,0
111,C:\Users\amart50\Desktop\Data\bench\bench198.jpg,0
112,C:\Users\amart50\Desktop\Data\bench\bench199.jpg,0
113,C:\Users\amart50\Desktop\Data\bench\bench2.jpg,0
114,C:\Users\amart50\Desktop\Data\bench\bench20.jpg,0
115,C:\Users\amart50\Desktop\Data\bench\bench200.jpg,0
116,C:\Users\amart50\Desktop\Data\bench\bench201.jpg,0
117,C:\Users\amart50\Desktop\Data\bench\bench202.jpg,0
118,C:\Users\amart50\Desktop\Data\bench\bench203.jpg,0
119,C:\Users\amart50\Desktop\Data\bench\bench204.jpg,0
120,C:\Users\amart50\Desktop\Data\bench\bench205.jpg,0
121,C:\Users\amart50\Desktop\Data\bench\bench206.jpg,0
122,C:\Users\amart50\Desktop\Data\bench\bench207.jpg,0
123,C:\Users\amart50\Desktop\Data\bench\bench208.jpg,0
124,C:\Users\amart50\Desktop\Data\bench\bench209.jpg,0
125,C:\Users\amart50\Desktop\Data\bench\bench21.jpg,0
126,C:\Users\amart50\Desktop\Data\bench\bench210.jpg,0
127,C:\Users\amart50\Desktop\Data\bench\bench211.jpg,0
128,C:\Users\amart50\Desktop\Data\bench\bench212.jpg,0
129,C:\Users\amart50\Desktop\Data\bench\bench213.jpg,0
130,C:\Users\amart50\Desktop\Data\bench\bench214.jpg,0
131,C:\Users\amart50\Desktop\Data\bench\bench215.jpg,0
132,C:\Users\amart50\Desktop\Data\bench\bench216.jpg,0
133,C:\Users\amart50\Desktop\Data\bench\bench217.jpg,0
134,C:\Users\amart50\Desktop\Data\bench\bench218.jpg,0
135,C:\Users\amart50\Desktop\Data\bench\bench219.jpg,0
136,C:\Users\amart50\Desktop\Data\bench\bench22.jpg,0
137,C:\Users\amart50\Desktop\Data\bench\bench220.jpg,0
138,C:\Users\amart50\Desktop\Data\bench\bench221.jpg,0
139,C:\Users\amart50\Desktop\Data\bench\bench222.jpg,0
140,C:\Users\amart50\Desktop\Data\bench\bench223.jpg,0
141,C:\Users\amart50\Desktop\Data\bench\bench224.jpg,0
142,C:\Users\amart50\Desktop\Data\bench\bench225.jpg,0
143,C:\Users\amart50\Desktop\Data\bench\bench226.jpg,0
144,C:\Users\amart50\Desktop\Data\bench\bench227.jpg,0
145,C:\Users\amart50\Desktop\Data\bench\bench228.jpg,0
146,C:\Users\amart50\Desktop\Data\bench\bench229.jpg,0
147,C:\Users\amart50\Desktop\Data\bench\bench23.jpg,0
148,C:\Users\amart50\Desktop\Data\bench\bench230.jpg,0
149,C:\Users\amart50\Desktop\Data\bench\bench231.jpg,0
150,C:\Users\amart50\Desktop\Data\bench\bench232.jpg,0
151,C:\Users\amart50\Desktop\Data\bench\bench233.jpg,0
152,C:\Users\amart50\Desktop\Data\bench\bench234.jpg,0
153,C:\Users\amart50\Desktop\Data\bench\bench235.jpg,0
154,C:\Users\amart50\Desktop\Data\bench\bench236.jpg,0
155,C:\Users\amart50\Desktop\Data\bench\bench237.jpg,0
156,C:\Users\amart50\Desktop\Data\bench\bench238.jpg,0
157,C:\Users\amart50\Desktop\Data\bench\bench239.jpg,0
158,C:\Users\amart50\Desktop\Data\bench\bench24.jpg,0
159,C:\Users\amart50\Desktop\Data\bench\bench240.jpg,0
160,C:\Users\amart50\Desktop\Data\bench\bench241.jpg,0
161,C:\Users\amart50\Desktop\Data\bench\bench242.jpg,0
162,C:\Users\amart50\Desktop\Data\bench\bench243.jpg,0
163,C:\Users\amart50\Desktop\Data\bench\bench244.jpg,0
164,C:\Users\amart50\Desktop\Data\bench\bench245.jpg,0
165,C:\Users\amart50\Desktop\Data\bench\bench246.jpg,0
166,C:\Users\amart50\Desktop\Data\bench\bench247.jpg,0
167,C:\Users\amart50\Desktop\Data\bench\bench248.jpg,0
168,C:\Users\amart50\Desktop\Data\bench\bench249.jpg,0
169,C:\Users\amart50\Desktop\Data\bench\bench25.jpg,0
170,C:\Users\amart50\Desktop\Data\bench\bench250.jpg,0
171,C:\Users\amart50\Desktop\Data\bench\bench251.jpg,0
172,C:\Users\amart50\Desktop\Data\bench\bench252.jpg,0
173,C:\Users\amart50\Desktop\Data\bench\bench253.jpg,0
174,C:\Users\amart50\Desktop\Data\bench\bench254.jpg,0
175,C:\Users\amart50\Desktop\Data\bench\bench255.jpg,0
176,C:\Users\amart50\Desktop\Data\bench\bench256.jpg,0
177,C:\Users\amart50\Desktop\Data\bench\bench257.jpg,0
178,C:\Users\amart50\Desktop\Data\bench\bench258.jpg,0
179,C:\Users\amart50\Desktop\Data\bench\bench259.jpg,0
180,C:\Users\amart50\Desktop\Data\bench\bench26.jpg,0
181,C:\Users\amart50\Desktop\Data\bench\bench260.jpg,0
182,C:\Users\amart50\Desktop\Data\bench\bench261.jpg,0
183,C:\Users\amart50\Desktop\Data\bench\bench262.jpg,0
184,C:\Users\amart50\Desktop\Data\bench\bench263.jpg,0
185,C:\Users\amart50\Desktop\Data\bench\bench264.jpg,0
186,C:\Users\amart50\Desktop\Data\bench\bench265.jpg,0
187,C:\Users\amart50\Desktop\Data\bench\bench266.jpg,0
188,C:\Users\amart50\Desktop\Data\bench\bench267.jpg,0
189,C:\Users\amart50\Desktop\Data\bench\bench268.jpg,0
190,C:\Users\amart50\Desktop\Data\bench\bench269.jpg,0
191,C:\Users\amart50\Desktop\Data\bench\bench27.jpg,0
192,C:\Users\amart50\Desktop\Data\bench\bench270.jpg,0
193,C:\Users\amart50\Desktop\Data\bench\bench271.jpg,0
194,C:\Users\amart50\Desktop\Data\bench\bench272.jpg,0
195,C:\Users\amart50\Desktop\Data\bench\bench273.jpg,0
196,C:\Users\amart50\Desktop\Data\bench\bench274.jpg,0
197,C:\Users\amart50\Desktop\Data\bench\bench275.jpg,0
198,C:\Users\amart50\Desktop\Data\bench\bench276.jpg,0
199,C:\Users\amart50\Desktop\Data\bench\bench277.jpg,0
200,C:\Users\amart50\Desktop\Data\bench\bench278.jpg,0
201,C:\Users\amart50\Desktop\Data\bench\bench279.jpg,0
202,C:\Users\amart50\Desktop\Data\bench\bench28.jpg,0
203,C:\Users\amart50\Desktop\Data\bench\bench280.jpg,0
204,C:\Users\amart50\Desktop\Data\bench\bench281.jpg,0
205,C:\Users\amart50\Desktop\Data\bench\bench282.jpg,0
206,C:\Users\amart50\Desktop\Data\bench\bench283.jpg,0
207,C:\Users\amart50\Desktop\Data\bench\bench284.jpg,0
208,C:\Users\amart50\Desktop\Data\bench\bench285.jpg,0
209,C:\Users\amart50\Desktop\Data\bench\bench286.jpg,0
210,C:\Users\amart50\Desktop\Data\bench\bench287.jpg,0
211,C:\Users\amart50\Desktop\Data\bench\bench288.jpg,0
212,C:\Users\amart50\Desktop\Data\bench\bench289.jpg,0
213,C:\Users\amart50\Desktop\Data\bench\bench29.jpg,0
214,C:\Users\amart50\Desktop\Data\bench\bench290.jpg,0
215,C:\Users\amart50\Desktop\Data\bench\bench291.jpg,0
216,C:\Users\amart50\Desktop\Data\bench\bench292.jpg,0
217,C:\Users\amart50\Desktop\Data\bench\bench293.jpg,0
218,C:\Users\amart50\Desktop\Data\bench\bench294.jpg,0
219,C:\Users\amart50\Desktop\Data\bench\bench295.jpg,0
220,C:\Users\amart50\Desktop\Data\bench\bench296.jpg,0
221,C:\Users\amart50\Desktop\Data\bench\bench297.jpg,0
222,C:\Users\amart50\Desktop\Data\bench\bench298.jpg,0
223,C:\Users\amart50\Desktop\Data\bench\bench3.jpg,0
224,C:\Users\amart50\Desktop\Data\bench\bench30.jpg,0
225,C:\Users\amart50\Desktop\Data\bench\bench31.jpg,0
226,C:\Users\amart50\Desktop\Data\bench\bench32.jpg,0
227,C:\Users\amart50\Desktop\Data\bench\bench33.jpg,0
228,C:\Users\amart50\Desktop\Data\bench\bench34.jpg,0
229,C:\Users\amart50\Desktop\Data\bench\bench35.jpg,0
230,C:\Users\amart50\Desktop\Data\bench\bench36.jpg,0
231,C:\Users\amart50\Desktop\Data\bench\bench37.jpg,0
232,C:\Users\amart50\Desktop\Data\bench\bench38.jpg,0
233,C:\Users\amart50\Desktop\Data\bench\bench39.jpg,0
234,C:\Users\amart50\Desktop\Data\bench\bench4.jpg,0
235,C:\Users\amart50\Desktop\Data\bench\bench40.jpg,0
236,C:\Users\amart50\Desktop\Data\bench\bench41.jpg,0
237,C:\Users\amart50\Desktop\Data\bench\bench42.jpg,0
238,C:\Users\amart50\Desktop\Data\bench\bench43.jpg,0
239,C:\Users\amart50\Desktop\Data\bench\bench44.jpg,0
240,C:\Users\amart50\Desktop\Data\bench\bench45.jpg,0
241,C:\Users\amart50\Desktop\Data\bench\bench46.jpg,0
242,C:\Users\amart50\Desktop\Data\bench\bench47.jpg,0
243,C:\Users\amart50\Desktop\Data\bench\bench48.jpg,0
244,C:\Users\amart50\Desktop\Data\bench\bench49.jpg,0
245,C:\Users\amart50\Desktop\Data\bench\bench5.jpg,0
246,C:\Users\amart50\Desktop\Data\bench\bench50.jpg,0
247,C:\Users\amart50\Desktop\Data\bench\bench51.jpg,0
248,C:\Users\amart50\Desktop\Data\bench\bench52.jpg,0
249,C:\Users\amart50\Desktop\Data\bench\bench53.jpg,0
250,C:\Users\amart50\Desktop\Data\bench\bench54.jpg,0
251,C:\Users\amart50\Desktop\Data\bench\bench55.jpg,0
252,C:\Users\amart50\Desktop\Data\bench\bench56.jpg,0
253,C:\Users\amart50\Desktop\Data\bench\bench57.jpg,0
254,C:\Users\amart50\Desktop\Data\bench\bench58.jpg,0
255,C:\Users\amart50\Desktop\Data\bench\bench59.jpg,0
256,C:\Users\amart50\Desktop\Data\bench\bench6.jpg,0
257,C:\Users\amart50\Desktop\Data\bench\bench60.jpg,0
258,C:\Users\amart50\Desktop\Data\bench\bench61.jpg,0
259,C:\Users\amart50\Desktop\Data\bench\bench62.jpg,0
260,C:\Users\amart50\Desktop\Data\bench\bench63.jpg,0
261,C:\Users\amart50\Desktop\Data\bench\bench64.jpg,0
262,C:\Users\amart50\Desktop\Data\bench\bench65.jpg,0
263,C:\Users\amart50\Desktop\Data\bench\bench66.jpg,0
264,C:\Users\amart50\Desktop\Data\bench\bench67.jpg,0
265,C:\Users\amart50\Desktop\Data\bench\bench68.jpg,0
266,C:\Users\amart50\Desktop\Data\bench\bench69.jpg,0
267,C:\Users\amart50\Desktop\Data\bench\bench7.jpg,0
268,C:\Users\amart50\Desktop\Data\bench\bench70.jpg,0
269,C:\Users\amart50\Desktop\Data\bench\bench71.jpg,0
270,C:\Users\amart50\Desktop\Data\bench\bench72.jpg,0
271,C:\Users\amart50\Desktop\Data\bench\bench73.jpg,0
272,C:\Users\amart50\Desktop\Data\bench\bench74.jpg,0
273,C:\Users\amart50\Desktop\Data\bench\bench75.jpg,0
274,C:\Users\amart50\Desktop\Data\bench\bench76.jpg,0
275,C:\Users\amart50\Desktop\Data\bench\bench77.jpg,0
276,C:\Users\amart50\Desktop\Data\bench\bench78.jpg,0
277,C:\Users\amart50\Desktop\Data\bench\bench79.jpg,0
278,C:\Users\amart50\Desktop\Data\bench\bench8.jpg,0
279,C:\Users\amart50\Desktop\Data\bench\bench80.jpg,0
280,C:\Users\amart50\Desktop\Data\bench\bench81.jpg,0
281,C:\Users\amart50\Desktop\Data\bench\bench82.jpg,0
282,C:\Users\amart50\Desktop\Data\bench\bench83.jpg,0
283,C:\Users\amart50\Desktop\Data\bench\bench84.jpg,0
284,C:\Users\amart50\Desktop\Data\bench\bench85.jpg,0
285,C:\Users\amart50\Desktop\Data\bench\bench86.jpg,0
286,C:\Users\amart50\Desktop\Data\bench\bench87.jpg,0
287,C:\Users\amart50\Desktop\Data\bench\bench88.jpg,0
288,C:\Users\amart50\Desktop\Data\bench\bench89.jpg,0
289,C:\Users\amart50\Desktop\Data\bench\bench9.jpg,0
290,C:\Users\amart50\Desktop\Data\bench\bench90.jpg,0
291,C:\Users\amart50\Desktop\Data\bench\bench91.jpg,0
292,C:\Users\amart50\Desktop\Data\bench\bench92.jpg,0
293,C:\Users\amart50\Desktop\Data\bench\bench93.jpg,0
294,C:\Users\amart50\Desktop\Data\bench\bench94.jpg,0
295,C:\Users\amart50\Desktop\Data\bench\bench95.jpg,0
296,C:\Users\amart50\Desktop\Data\bench\bench96.jpg,0
297,C:\Users\amart50\Desktop\Data\bench\bench97.jpg,0
298,C:\Users\amart50\Desktop\Data\bench\bench98.jpg,0
299,C:\Users\amart50\Desktop\Data\bench\bench99.jpg,0
300,C:\Users\amart50\Desktop\Data\bench\rotatedbench99.jpg,0
